"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"Small Metro"	"4"	"95-99 years"	"95-99"	295	Not Applicable	Not Applicable
	"Arizona"	"04"	"Small Metro"	"4"	"100+ years"	"100+"	42	Not Applicable	Not Applicable
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	26	3621	718.0
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	14	19030	Unreliable
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	29	15730	184.4
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	35	13494	259.4
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	29	13115	221.1
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	32	12754	250.9
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	44	13855	317.6
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	75	15272	491.1
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	104	16537	628.9
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	137	16073	852.4
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	165	15600	1057.7
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	175	12721	1375.7
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	217	10014	2167.0
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	248	6873	3608.3
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	257	4802	5351.9
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	243	Not Applicable	Not Applicable
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	169	Not Applicable	Not Applicable
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	62	Not Applicable	Not Applicable
	"Arizona"	"04"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	13	Not Applicable	Not Applicable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	14	1392	Unreliable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	16	8266	Unreliable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	16	6281	Unreliable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	12	5493	Unreliable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	20	5323	375.7
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	25	5008	499.2
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	37	5537	668.2
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	33	6213	531.1
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	52	6655	781.4
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	65	6196	1049.1
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	60	5997	1000.5
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	80	5470	1462.5
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	84	4605	1824.1
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	106	3237	3274.6
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	94	1891	4970.9
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	86	Not Applicable	Not Applicable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	53	Not Applicable	Not Applicable
	"Arizona"	"04"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	15	806	Unreliable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	14	3117	Unreliable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	11	3209	Unreliable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	24	3535	678.9
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	33	3636	907.6
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	55	3117	1764.5
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	44	2640	1666.7
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	41	1876	2185.5
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	56	1432	3910.6
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	49	976	5020.5
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	58	709	8180.5
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	53	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	41	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Medium Metro"	"3"	"< 1 year"	"1"	136	18719	726.5
	"Arkansas"	"05"	"Medium Metro"	"3"	"1-4 years"	"1-4"	15	76870	Unreliable
	"Arkansas"	"05"	"Medium Metro"	"3"	"5-9 years"	"5-9"	18	95814	Unreliable
	"Arkansas"	"05"	"Medium Metro"	"3"	"10-14 years"	"10-14"	18	94632	Unreliable
	"Arkansas"	"05"	"Medium Metro"	"3"	"15-19 years"	"15-19"	43	89265	48.2
	"Arkansas"	"05"	"Medium Metro"	"3"	"20-24 years"	"20-24"	105	101074	103.9
	"Arkansas"	"05"	"Medium Metro"	"3"	"25-29 years"	"25-29"	122	99852	122.2
	"Arkansas"	"05"	"Medium Metro"	"3"	"30-34 years"	"30-34"	131	96278	136.1
	"Arkansas"	"05"	"Medium Metro"	"3"	"35-39 years"	"35-39"	149	88575	168.2
	"Arkansas"	"05"	"Medium Metro"	"3"	"40-44 years"	"40-44"	224	88417	253.3
	"Arkansas"	"05"	"Medium Metro"	"3"	"45-49 years"	"45-49"	342	90759	376.8
	"Arkansas"	"05"	"Medium Metro"	"3"	"50-54 years"	"50-54"	542	90817	596.8
	"Arkansas"	"05"	"Medium Metro"	"3"	"55-59 years"	"55-59"	685	81574	839.7
	"Arkansas"	"05"	"Medium Metro"	"3"	"60-64 years "	"60-64"	865	73156	1182.4
	"Arkansas"	"05"	"Medium Metro"	"3"	"65-69 years"	"65-69"	914	53026	1723.7
	"Arkansas"	"05"	"Medium Metro"	"3"	"70-74 years"	"70-74"	1047	39499	2650.7
	"Arkansas"	"05"	"Medium Metro"	"3"	"75-79 years"	"75-79"	1123	29675	3784.3
	"Arkansas"	"05"	"Medium Metro"	"3"	"80-84 years"	"80-84"	1408	21170	6650.9
	"Arkansas"	"05"	"Medium Metro"	"3"	"85-89 years"	"85-89"	1493	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Medium Metro"	"3"	"90-94 years"	"90-94"	1044	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Medium Metro"	"3"	"95-99 years"	"95-99"	368	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Medium Metro"	"3"	"100+ years"	"100+"	90	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Small Metro"	"4"	"< 1 year"	"1"	33	4751	694.6
	"Arkansas"	"05"	"Small Metro"	"4"	"15-19 years"	"15-19"	16	25090	Unreliable
	"Arkansas"	"05"	"Small Metro"	"4"	"20-24 years"	"20-24"	39	27067	144.1
	"Arkansas"	"05"	"Small Metro"	"4"	"25-29 years"	"25-29"	31	24152	128.4
	"Arkansas"	"05"	"Small Metro"	"4"	"30-34 years"	"30-34"	44	23816	184.7
	"Arkansas"	"05"	"Small Metro"	"4"	"35-39 years"	"35-39"	56	22101	253.4
	"Arkansas"	"05"	"Small Metro"	"4"	"40-44 years"	"40-44"	63	23130	272.4
	"Arkansas"	"05"	"Small Metro"	"4"	"45-49 years"	"45-49"	140	25269	554.0
	"Arkansas"	"05"	"Small Metro"	"4"	"50-54 years"	"50-54"	212	25877	819.3
	"Arkansas"	"05"	"Small Metro"	"4"	"55-59 years"	"55-59"	258	24817	1039.6
	"Arkansas"	"05"	"Small Metro"	"4"	"60-64 years "	"60-64"	351	23425	1498.4
	"Arkansas"	"05"	"Small Metro"	"4"	"65-69 years"	"65-69"	410	18304	2239.9
	"Arkansas"	"05"	"Small Metro"	"4"	"70-74 years"	"70-74"	398	14153	2812.1
	"Arkansas"	"05"	"Small Metro"	"4"	"75-79 years"	"75-79"	501	10906	4593.8
	"Arkansas"	"05"	"Small Metro"	"4"	"80-84 years"	"80-84"	551	7701	7154.9
	"Arkansas"	"05"	"Small Metro"	"4"	"85-89 years"	"85-89"	598	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Small Metro"	"4"	"90-94 years"	"90-94"	382	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Small Metro"	"4"	"95-99 years"	"95-99"	181	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Small Metro"	"4"	"100+ years"	"100+"	31	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	48	7004	685.3
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	16	29964	Unreliable
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	32	40880	78.3
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	53	42051	126.0
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	59	34141	172.8
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	70	33838	206.9
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	89	33036	269.4
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	101	34891	289.5
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	216	39214	550.8
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	286	40779	701.3
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	399	37837	1054.5
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	462	35637	1296.4
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	574	28538	2011.4
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	676	22543	2998.7
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	830	17476	4749.4
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	891	12590	7077.0
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	915	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	609	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	251	Not Applicable	Not Applicable
	"Arkansas"	"05"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	51	Not Applicable	Not Applicable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	54	6745	800.6
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	16	28890	Unreliable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"10-14 years"	"10-14"	11	38335	Unreliable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	32	37395	85.6
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	48	32929	145.8
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	61	31152	195.8
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	75	31960	234.7
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	83	32415	256.1
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	98	34982	280.1
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	206	40945	503.1
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	334	42681	782.5
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	447	41045	1089.0
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	555	40351	1375.4
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	623	34010	1831.8
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	769	26883	2860.5
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	870	20092	4330.1
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	1000	14489	6901.8
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	978	Not Applicable	Not Applicable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	686	Not Applicable	Not Applicable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	292	Not Applicable	Not Applicable
	"Arkansas"	"05"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	58	Not Applicable	Not Applicable
	"California"	"06"	"Large Central Metro"	"1"	"< 1 year"	"1"	1382	317483	435.3
	"California"	"06"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	251	1252411	20.0
	"California"	"06"	"Large Central Metro"	"1"	"5-9 years"	"5-9"	120	1542401	7.8
	"California"	"06"	"Large Central Metro"	"1"	"10-14 years"	"10-14"	178	1582796	11.2
	"California"	"06"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	619	1698169	36.5
	"California"	"06"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	1115	1822715	61.2
	"California"	"06"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	1159	1838988	63.0
	"California"	"06"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	1347	1743137	77.3
	"California"	"06"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	1537	1671548	92.0
	"California"	"06"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	2534	1734298	146.1
	"California"	"06"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	4136	1704160	242.7
	"California"	"06"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	6278	1643876	381.9
	"California"	"06"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	8154	1419051	574.6
	"California"	"06"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	9956	1189563	836.9
	"California"	"06"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	10104	841283	1201.0
	"California"	"06"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	11727	630661	1859.5
	"California"	"06"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	14958	490875	3047.2
	"California"	"06"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	20413	387385	5269.4
	"California"	"06"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	23529	Not Applicable	Not Applicable
	"California"	"06"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	17289	Not Applicable	Not Applicable
	"California"	"06"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	7021	Not Applicable	Not Applicable
	"California"	"06"	"Large Central Metro"	"1"	"100+ years"	"100+"	1510	Not Applicable	Not Applicable
	"California"	"06"	"Large Central Metro"	"1"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"California"	"06"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	322	62996	511.1
	"California"	"06"	"Large Fringe Metro"	"2"	"1-4 years"	"1-4"	60	268513	22.3
	"California"	"06"	"Large Fringe Metro"	"2"	"5-9 years"	"5-9"	34	344434	9.9
	"California"	"06"	"Large Fringe Metro"	"2"	"10-14 years"	"10-14"	47	352787	13.3
	"California"	"06"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	148	363928	40.7
	"California"	"06"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	237	343595	69.0
	"California"	"06"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	209	321213	65.1
	"California"	"06"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	262	317675	82.5
	"California"	"06"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	349	316675	110.2
	"California"	"06"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	542	347058	156.2
	"California"	"06"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	908	357540	254.0
	"California"	"06"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	1390	355375	391.1
	"California"	"06"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	1810	311369	581.3
	"California"	"06"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	2283	267548	853.3
	"California"	"06"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	2239	187493	1194.2
	"California"	"06"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	2711	134244	2019.5
	"California"	"06"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	3242	99724	3251.0
	"California"	"06"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	4270	77379	5518.3
	"California"	"06"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	5088	Not Applicable	Not Applicable
	"California"	"06"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	3663	Not Applicable	Not Applicable
	"California"	"06"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	1412	Not Applicable	Not Applicable
	"California"	"06"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	311	Not Applicable	Not Applicable
	"California"	"06"	"Medium Metro"	"3"	"< 1 year"	"1"	554	100622	550.6
	"California"	"06"	"Medium Metro"	"3"	"1-4 years"	"1-4"	102	409294	24.9
	"California"	"06"	"Medium Metro"	"3"	"5-9 years"	"5-9"	53	505252	10.5
	"California"	"06"	"Medium Metro"	"3"	"10-14 years"	"10-14"	53	504058	10.5
	"California"	"06"	"Medium Metro"	"3"	"15-19 years"	"15-19"	255	549876	46.4
	"California"	"06"	"Medium Metro"	"3"	"20-24 years"	"20-24"	456	548735	83.1
	"California"	"06"	"Medium Metro"	"3"	"25-29 years"	"25-29"	441	481738	91.5
	"California"	"06"	"Medium Metro"	"3"	"30-34 years"	"30-34"	470	452048	104.0
	"California"	"06"	"Medium Metro"	"3"	"35-39 years"	"35-39"	551	419087	131.5
	"California"	"06"	"Medium Metro"	"3"	"40-44 years"	"40-44"	813	437879	185.7
	"California"	"06"	"Medium Metro"	"3"	"45-49 years"	"45-49"	1367	452350	302.2
	"California"	"06"	"Medium Metro"	"3"	"50-54 years"	"50-54"	2136	456729	467.7
	"California"	"06"	"Medium Metro"	"3"	"55-59 years"	"55-59"	2744	407420	673.5
	"California"	"06"	"Medium Metro"	"3"	"60-64 years "	"60-64"	3236	347878	930.2
	"California"	"06"	"Medium Metro"	"3"	"65-69 years"	"65-69"	3343	242540	1378.3
	"California"	"06"	"Medium Metro"	"3"	"70-74 years"	"70-74"	3605	173767	2074.6
	"California"	"06"	"Medium Metro"	"3"	"75-79 years"	"75-79"	4625	133715	3458.8
	"California"	"06"	"Medium Metro"	"3"	"80-84 years"	"80-84"	6071	105955	5729.8
	"California"	"06"	"Medium Metro"	"3"	"85-89 years"	"85-89"	6934	Not Applicable	Not Applicable
	"California"	"06"	"Medium Metro"	"3"	"90-94 years"	"90-94"	5086	Not Applicable	Not Applicable
	"California"	"06"	"Medium Metro"	"3"	"95-99 years"	"95-99"	2068	Not Applicable	Not Applicable
	"California"	"06"	"Medium Metro"	"3"	"100+ years"	"100+"	443	Not Applicable	Not Applicable
	"California"	"06"	"Small Metro"	"4"	"< 1 year"	"1"	88	16468	534.4
	"California"	"06"	"Small Metro"	"4"	"1-4 years"	"1-4"	16	65894	Unreliable
	"California"	"06"	"Small Metro"	"4"	"5-9 years"	"5-9"	11	82062	Unreliable
	"California"	"06"	"Small Metro"	"4"	"10-14 years"	"10-14"	10	82882	Unreliable
	"California"	"06"	"Small Metro"	"4"	"15-19 years"	"15-19"	46	88792	51.8
	"California"	"06"	"Small Metro"	"4"	"20-24 years"	"20-24"	70	96414	72.6
	"California"	"06"	"Small Metro"	"4"	"25-29 years"	"25-29"	84	82347	102.0
	"California"	"06"	"Small Metro"	"4"	"30-34 years"	"30-34"	68	76586	88.8
	"California"	"06"	"Small Metro"	"4"	"35-39 years"	"35-39"	96	70090	137.0
	"California"	"06"	"Small Metro"	"4"	"40-44 years"	"40-44"	170	73686	230.7
	"California"	"06"	"Small Metro"	"4"	"45-49 years"	"45-49"	274	77852	351.9
	"California"	"06"	"Small Metro"	"4"	"50-54 years"	"50-54"	407	79319	513.1
	"California"	"06"	"Small Metro"	"4"	"55-59 years"	"55-59"	550	74048	742.8
	"California"	"06"	"Small Metro"	"4"	"60-64 years "	"60-64"	714	65992	1081.9
	"California"	"06"	"Small Metro"	"4"	"65-69 years"	"65-69"	729	47841	1523.8
	"California"	"06"	"Small Metro"	"4"	"70-74 years"	"70-74"	845	36309	2327.2
	"California"	"06"	"Small Metro"	"4"	"75-79 years"	"75-79"	1073	27971	3836.1
	"California"	"06"	"Small Metro"	"4"	"80-84 years"	"80-84"	1308	21378	6118.4
	"California"	"06"	"Small Metro"	"4"	"85-89 years"	"85-89"	1409	Not Applicable	Not Applicable
	"California"	"06"	"Small Metro"	"4"	"90-94 years"	"90-94"	1037	Not Applicable	Not Applicable
	"California"	"06"	"Small Metro"	"4"	"95-99 years"	"95-99"	409	Not Applicable	Not Applicable
	"California"	"06"	"Small Metro"	"4"	"100+ years"	"100+"	87	Not Applicable	Not Applicable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	31	5964	519.8
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	15	24565	Unreliable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	19	36096	Unreliable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	50	37293	134.1
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	42	35504	118.3
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	45	34766	129.4
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	50	31125	160.6
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	79	33277	237.4
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	170	37518	453.1
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	246	43966	559.5
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	346	45410	761.9
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	422	44694	944.2
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	446	30691	1453.2
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	504	21856	2306.0
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	584	15780	3700.9
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	734	12210	6011.5
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	809	Not Applicable	Not Applicable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	563	Not Applicable	Not Applicable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	234	Not Applicable	Not Applicable
	"California"	"06"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	43	Not Applicable	Not Applicable
	"California"	"06"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	21	2732	768.7
	"California"	"06"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	10	17370	Unreliable
	"California"	"06"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	14	13786	Unreliable
	"California"	"06"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	21	14448	145.3
	"California"	"06"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	20	13917	143.7
	"California"	"06"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	20	13490	148.3
	"California"	"06"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	33	15758	209.4
	"California"	"06"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	56	18869	296.8
	"California"	"06"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	126	22884	550.6
	"California"	"06"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	167	23728	703.8
	"California"	"06"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	193	23055	837.1
	"California"	"06"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	240	17495	1371.8
	"California"	"06"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	263	12886	2041.0
	"California"	"06"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	284	8977	3163.6
	"California"	"06"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	382	6575	5809.9
	"California"	"06"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	419	Not Applicable	Not Applicable
	"California"	"06"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	291	Not Applicable	Not Applicable
	"California"	"06"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	120	Not Applicable	Not Applicable
	"California"	"06"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	23	Not Applicable	Not Applicable
	"Colorado"	"08"	"Large Central Metro"	"1"	"< 1 year"	"1"	46	10409	441.9
	"Colorado"	"08"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	18	31528	Unreliable
	"Colorado"	"08"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	41	46496	88.2
	"Colorado"	"08"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	57	69038	82.6
	"Colorado"	"08"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	61	61268	99.6
	"Colorado"	"08"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	55	49731	110.6
	"Colorado"	"08"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	105	43082	243.7
	"Colorado"	"08"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	159	36735	432.8
